@relation sentimental-analizerTeste


@attribute texto string
@attribute quantAdjetivoPositivo numeric
@attribute quantAdjetivoNegativo numeric
@attribute quantVerboPositivo numeric
@attribute quantVerboNegativo numeric
@attribute classTeste {positivo, negativo, neutro}


@DATA
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'Dono do helicóptero com 450 kg de cocaína ganha cargo no governo Temer https://t.co/o31bjQXP7V\n&#3;',0,0,2,0,positivo
'Custa caro manter este aparato que o Temer montou.  https://t.co/3XU4S2FP4I\n&#3;',0,0,1,0,positivo
'Volta Dilma!!!!! https://t.co/W9j3m6S33v\n&#3;',0,0,0,0,neutro
'¡Buenos Días!  De la justicia no tienen nada que temer los pueblos  sino los que se resisten a ejercerla.  "José Marti"\n&#3;',0,0,1,0,positivo
'@dilmabr e pra finalizar  VAI TOMAR NO CU! e tenha um péssimo dia!\n&#3;',0,1,0,0,negativo
'Anastasia rejeita pedido de Dilma para incluir áudios de Machado no impeachment  https://t.co/ROuUbSOAVs\n&#3;',0,0,0,0,neutro
'@izabelmeurer @dilmabr @MichelTemer devolver?? Estamos vendo eh cada vez mais ele afundando e isso eh so inicio do sofrer do brasileiro\n&#3;',0,0,0,2,negativo
'@izabelmeurer @dilmabr @MichelTemer devolver?? Estamos vendo eh cada vez mais ele afundando e isso eh so inicio do sofrer do brasileiro\n&#3;',0,0,0,2,negativo
'Mujeres se movilizan en Brasil en respaldo a Dilma Rousseff https://t.co/irFTzdeKxp #Titulares #PimeraNoticia\n&#3;',0,0,0,0,neutro
'https://t.co/QdFxd8tLDf https://t.co/doRwIKqP85\n&#3;',0,0,0,0,neutro
'Aliados de Temer não querem apenas governo nas ações de desestatização: https://t.co/GPFFQn7InX\n&#3;',1,0,1,0,positivo
'bha...capaz ! https://t.co/YbqOMCHckp\n&#3;',0,0,0,0,neutro
'Cerveró diz que Dilma mentiu sobre compra de Pasadena: https://t.co/GBznphOw3c https://t.co/CEMvnBqZNW\n&#3;',0,0,0,1,negativo
'@marisascruz O governo PMDB de Temer honrou  sem ter caixa aumento de 68% ao Judiciário alegando já está apalavrado com o Governo Dilma PT\n&#3;',1,0,2,0,positivo
'@marisascruz O governo PMDB de Temer honrou  sem ter caixa aumento de 68% ao Judiciário alegando já está apalavrado com o Governo Dilma PT\n&#3;',1,0,2,0,positivo
'Michel Temer: uma vela pra Deus  outra pro Diabo. Denuncia rombo financeiro  fala em austeridade  mas concordou com aumento do funcionalismo\n&#3;',0,0,1,0,positivo
'A oposição que não opõe a nada  quer que sejam anexados áudios de SM  se aceitos a defesa da Dilma seria insustentável! Fora Dilma  Lula PT\n&#3;',2,1,0,1,positivo
'A quadrilha de Temer não ganha votos nem no concurso de festa junina de bairro. Para ganhar no bairro tem que ter empatia e dançar certinho.\n&#3;',0,0,2,1,positivo
'E-MAILS INCRIMINAM DILMA POR PASADENA https://t.co/5nTsNZEm4X via: @o_antagonista\n&#3;',0,0,1,0,positivo
'Dilma mentiu sobre Pasadena  diz Cerveró | Minuto Sergipe https://t.co/zvRCoSm0k5\n&#3;',0,0,0,1,negativo
'#impeachmentja e #avantetemer https://t.co/y9CY8cWRmr\n&#3;',0,0,0,0,neutro
'Tá igual a Dilma essa claro   ah euem\n&#3;',1,0,0,0,positivo
'Melhor seria se tivesse eleições para presidente e ponto! ! https://t.co/7G7e7Cci73\n&#3;',1,0,0,0,positivo
'TRE-SP: Michel Temer está inelegível por oito anos https://t.co/KbwlQdc4vF https://t.co/4dKmlp71SY\n&#3;',0,1,1,0,positivo
'Temer admite incluir idade mínima na reforma da Previdência: O presidente da República… https://t.co/31NgchrIML\n&#3;',0,0,1,0,positivo
'https://t.co/PHCUbm3zeO\n&#3;',0,0,0,0,neutro
'a @radiobandcps fez um editorial arregaçando o temer por conceder o aumento aos servidores públicos. mas a mídia é golpista né\n&#3;',0,1,1,0,positivo
'@CamaraDeputados @SenadoFederal @MichelTemer @geddel_ que austeridade é essa? https://t.co/v9zFzy9cAB\n&#3;',0,0,0,0,neutro
'Camilo Santana  governador do CE  diz que aprovação de pacote de Temer é irresponsabilidade. https://t.co/3P65510KN3 https://t.co/PZO97CEctc\n&#3;',0,0,1,0,positivo
'Atentos a lo que pasa en resto latinoamerica. Temer y demas. Plan Cóndor 2. Golpes blandos y no tanto  https://t.co/Le9BzDcGc7\n&#3;',1,0,1,0,positivo
'Temer sabe escolher bem hein https://t.co/nDFFhwv9Xb\n&#3;',0,0,1,0,positivo
'A Câmara aprovou a criação de 14.419 cargos federais (não comissionados) — quase 4x os 4.000 postos comissionados que Temer prometeu cortar.\n&#3;',0,0,1,0,positivo
'#RestamosNós Bravo Reinando Azevedo à sua admirável lucidez e inteligência vivaz.É bom ler  merece toda a atenção! https://t.co/0v4bB0Ur5e\n&#3;',3,0,0,0,positivo
'⚡️ "Dilma participa de protesto contra Temer"O ato Mulheres pela Democracia na Praça XV   Centro do Rio de Janeirohttps://t.co/GBEywPnofp\n&#3;',0,0,0,0,neutro
'⚡️ "Dilma participa de protesto contra Temer"O ato Mulheres pela Democracia na Praça XV   Centro do Rio de Janeirohttps://t.co/GBEywPnofp\n&#3;',0,0,0,0,neutro
'@izabelmeurer @dilmabr A Secretária de Temer é ápice do crime de Temer e sua articulação criminosa. Coxinhas adoram bandidos.\n&#3;',0,2,3,0,positivo
'@izabelmeurer @dilmabr A Secretária de Temer é ápice do crime de Temer e sua articulação criminosa. Coxinhas adoram bandidos.\n&#3;',0,2,3,0,positivo
'Ministro sugere que servidores da CGU sem identificação com Temer deixem os cargos  https://t.co/HuAuTeFSOP via @Estadao\n&#3;',0,0,1,0,positivo
'O defensor alucinado de Dilma vai responder por tentativa de obstrução à justiça https://t.co/4vQ3jHuazn\n&#3;',1,1,0,0,neutro
'Odebrecht promises to bring down as many as 50 politicians  Dilma Rousseff might one of them. https://t.co/pqc7lmOLAX\n&#3;',0,0,0,0,neutro
'Esquema da Petrobras pagou despesas pessoais de Dilma Rousseff: https://t.co/h44kNIQ38K\n&#3;',0,0,0,0,neutro
'Temer com apenas 35 dos 54 votos reduz o prazo para votação por medo de perder mais senadores  tenta reverter os vot https://t.co/SBEfXQ6dIk\n&#3;',0,0,2,0,positivo
'Aliados de Dilma "armam barraco" e se retiram da Comissão Especial de Impeachment. https://t.co/skGQcVPQ7p\n&#3;',2,0,0,0,positivo
'RT @brasil247: TRE de SP confirma: Temer é ficha-suja e está inelegível | Brasil 24/7  https://t.co/Mxg1VidR3q via @emirsader\n&#3;',0,1,1,0,positivo
'Aliados de Dilma "armam barraco" e se retiram da Comissão Especial de Impeachment. https://t.co/vkQnsk28z6\n&#3;',2,0,0,0,positivo
'Os erros de Temer abafados pela mídia é a meritocracia da incompetência https://t.co/PksQtaMacs\n&#3;',0,1,1,0,positivo
'@folha_poder Perto das atrocidades que Dilma já fez (assassinatos  assaltos  tortura de mulheres e crianças)  essa mulher é uma santa.\n&#3;',1,0,0,0,positivo
'RT @MD7news: Esquema da Petrobras pagou despesas pessoais de Dilma  https://t.co/y2ELf9owgF via @belezoca1000\n&#3;',0,0,0,0,neutro
'App Documentos revelariam que esquema de corrupção na Petrobras pagou por despesas de Dilma:          ... https://t.co/kZFNRUjaqp App\n&#3;',0,0,0,0,neutro
'Temer admitiu a inclusão da idade mínima para a aposentadoria na reforma da Previdência#Aposentadoria... https://t.co/xjbrJhX5oC\n&#3;',0,0,1,0,positivo
'Anastasia nega pedido de Dilma para incluir áudios vazados  ele quer a ex-presidente na cadeia |... https://t.co/vXBr9KrwXo\n&#3;',0,0,0,0,neutro
'o twitter (rede social claramente petista) censurou o áudio de @dilmabr no centro do rio. tentando de novo: https://t.co/4g4JCtXgqN\n&#3;',0,0,1,0,positivo
'MP: secretária de Temer integrou articulação criminosa e desviou R$ 4 mi https://t.co/sCmIY5VRyP via @brasil247\n&#3;',0,1,1,0,positivo
'Como é mesmo aquela história coxeta de "ditadura comunista"? https://t.co/S5INWDEv7t\n&#3;',0,0,0,0,neutro
'#Yaracuy #ArcangelAlvarado Mujeres se movilizan en #Brasil en respaldo a Dilma Rousseff https://t.co/KzB4h4ETNl https://t.co/RRHvUoDm6j\n&#3;',0,0,0,0,neutro
'DILMA ESTAVA CIENTE DOS ARRANJOS https://t.co/skrnDPFUmB via: @o_antagonista\n&#3;',1,0,0,0,positivo
'Mídia internacional critica áudio que revela plano de ministro de @MichelTemer para frear investigações da Lava Jato https://t.co/heOHow1iwY\n&#3;',0,0,1,0,positivo
'@blogplanalto Senhor Temer menos hipocrisia  você era o Vice-presidente do Governo  ou é que você estava em um outro planeta?\n&#3;',0,0,1,0,positivo
'#Yaracuy #ArcangelAlvarado Mujeres se movilizan en #Brasil en respaldo a Dilma Rousseff https://t.co/5obWYAlszy https://t.co/a4I2qBmGPb #…\n&#3;',0,0,0,0,neutro
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu… https://t.co/CIiQ4HBR1s https://t.co/B4u9d9vol4\n&#3;',0,0,1,0,positivo
'Dilma saiu mas ainda existem outros como cunha que precisam sair também\n&#3;',0,0,0,0,neutro
'Temer admite incluir idade mínima para aposentadoria na reforma da Previdência https://t.co/h8YNOjfGfB\n&#3;',0,0,1,0,positivo
'Cerveró crava: ‘Dilma mentiu’ https://t.co/Eyi5VRSnkg\n&#3;',0,0,0,0,neutro
'Nós tb ñ entendemos ñ aceitamos o absurdo mas se fosse Governo PT vc ia achar justo ñ é @costa_rui?Dilma ass 28/04 https://t.co/0qtbCMMJ24\n&#3;',1,1,0,0,neutro
'No fio da navalha  Temer quer apressar impeachment por risco de perder votos no Senado -  https://t.co/1NecnmKdLN https://t.co/tBGpEYS7vX\n&#3;',0,0,2,0,positivo
'#RadioNacional Delação de Cerveró à Lava Jato | inclui Dilma e filho de FHC https://t.co/VM8vwwMnbv #EBC\n&#3;',0,0,0,0,neutro
'Temer corta antecipação do 13 salário dos aposentados https://t.co/am6W59fRXS\n&#3;',1,0,1,0,positivo
'Governo Temer "despeja" assessores de Dilma de apartamentos funcionais  diz colunista https://t.co/KQ4BPx8lng\n&#3;',1,0,1,0,positivo
'Governo Temer "despeja" assessores de Dilma de apartamentos funcionais  diz colunista https://t.co/KQ4BPx8lng\n&#3;',1,0,1,0,positivo
'VEM GOLPISTA!!!⚡ PGR: secretária de Temer participou de articulação criminosahttps://t.co/SwlAegPGjt\n&#3;',0,0,1,0,positivo
'E ainda por cima não melhorou o visual. Desonesta e feia pra caralho. https://t.co/3N51btTR62\n&#3;',0,2,0,0,negativo
'Dilma diz: “Reinaldo Azevedo está certo https://t.co/k6GC8jK2J6 via @veja\n&#3;',1,0,0,0,positivo
'Trincou o "cristal da honestidade" da presidente afastada Dilma Rousseff.\n&#3;',0,0,0,0,neutro
'https://t.co/M2BSFkGcuG\n&#3;',0,0,0,0,neutro
'No debes temer a la oscuridad https://t.co/KXrZYsZTDN\n&#3;',0,0,1,0,positivo
'DATAFOLHA MOSTRA REJEIÇÃO DE 94% A TEMER https://t.co/sfUURWTCdy\n&#3;',0,0,1,0,positivo
'No debes temer a la oscuridad https://t.co/pSvFHiDNEC https://t.co/3ertSHL8Gq\n&#3;',0,0,1,0,positivo
'"passa Dilma é tendência no rio". é assim q vcs ganham $? e eu aqui ferrada.https://t.co/MFpmlZXIE3\n&#3;',0,0,1,0,positivo
'Devagar vai colocando ordem na casa da mãe Joana https://t.co/lfuKyQMys0\n&#3;',0,0,0,0,neutro
'Devagar vai colocando ordem na casa da mãe Joana https://t.co/lfuKyQMys0\n&#3;',0,0,0,0,neutro
'[Quais eram msm as razões do Teori p/ q o Cunha fosse afastado?] TSE: #Temer está inelegível por 8 anos https://t.co/fCIOL9A7np\n&#3;',0,1,0,0,negativo
'No debes temer a la oscuridad https://t.co/u92D5uKgjZ https://t.co/P699PFvHcB\n&#3;',0,0,1,0,positivo
'No debes temer a la oscuridad https://t.co/w7K1zajpLH\n&#3;',0,0,1,0,positivo
'Temer  no tamanho que Temer tem https://t.co/B3BftGoAPp via @tijolaco\n&#3;',0,0,2,0,positivo
'Dilma sabia tudo sobre Pasadena  afirma Cerveró em delação premiada  https://t.co/b5FHeTDBYN via @g1\n&#3;',1,0,0,0,positivo
'Hahahahahahahahahahahahahah https://t.co/DCzIoj8NRI\n&#3;',0,0,0,0,neutro
'Rap | Dilma Rouseff | Vittor Uchiha https://t.co/2SSWog82TW via @YouTube\n&#3;',0,0,0,0,neutro
'Senado tem 35 votos pró-impeachment de @dilmabr - https://t.co/qww96F18ir https://t.co/IMWiqNxvdQ\n&#3;',0,0,0,0,neutro
'Infelizmente enquanto tivermos estes 8 ministros PTRALHAS/COMUNISTAS  por " QI " de Lula/Dilma no STF nada seguirá.  https://t.co/nEDned7iDq\n&#3;',0,0,0,0,neutro
'bom dia primeiramente fora temerodeio fazer prova tchau\n&#3;',1,0,0,1,positivo
'@GeorgMarques Perto das atrocidades que Dilma já fez (assassinatos  assaltos  tortura de mulheres e crianças)  essa mulher é uma santa.\n&#3;',1,0,0,0,positivo
'E quer voltar essa ladra https://t.co/hiorTR9sMv\n&#3;',0,1,0,0,negativo
'@dilmabr foi cúmplice do assalto de Pasadena #petrolão - https://t.co/sIbTLI8pf9 https://t.co/hWHkL7b1D3\n&#3;',1,0,0,1,positivo
'#Yaracuy Mujeres se movilizan en #Brasil en respaldo a Dilma Rousseff https://t.co/EBJD9Hanye https://t.co/20XvwvXHkn #ArcangelAlvarado\n&#3;',0,0,0,0,neutro
'Ciro Gomes - análise de conjuntura e o governo Temer https://t.co/ecRFs58uo5 via @YouTube\n&#3;',0,0,1,0,positivo
'O TEMER SE NÃO TOMAR CUIDADO  VAI FICAR A DERIVA  UMA RENCA QUE ELE INDICOU PARA O GOVERNO TÁ MAIS SUJA QUE PAU DE GALINHEIRO  É MOLE?\n&#3;',1,2,1,0,positivo
'Celso Kamura cuida dos cabelos de Dilma: viagens pagas para Brasília custavam 5 mil reais. Justo  pelo laquê da Pres https://t.co/UN8WQVZTkM\n&#3;',2,0,0,0,positivo
'Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar https://t.co/VC2LQzE7ES #folha\n&#3;',0,0,1,0,positivo
'Temer confirma Kim Kataguiri no Ministério da Inocência Útil https://t.co/u3RQyUi3Yt\n&#3;',1,0,1,0,positivo
'Ela sabia? https://t.co/Tl5kTRnLXC\n&#3;',0,0,0,0,neutro
'@valor_economico Não é só Dilma. O país todo tá sabendo  além dos áudios de Romero Jucá e Sergio Machado. #ForaTemer\n&#3;',0,0,0,0,neutro
'@r_alhames should see my op ed in Ideas today; The Boston Globe: Brazils Sale of the Century. About a new deepwater oil law Temer WILL sign.\n&#3;',0,0,1,0,positivo
'Em delação  Cerveró diz que Dilma mentiu sobre Pasadena: Ex-diretor da Petrobras afirmou que presidente afast... https://t.co/4XVmakADzN\n&#3;',0,0,0,1,negativo
'@AnisterjaneFerr @MichelTemer Não entendi sua resposta  se eu não estou enganado você me tratou por petista? Só fiz elogios ao presidente...\n&#3;',0,1,0,0,negativo
'Clarín - Temer pierde apoyo y no está claro cómo terminará el impeachment https://t.co/KGFhwPO0Xe\n&#3;',0,0,1,0,positivo
'E-MAILS INCRIMINAM DILMA POR PASADENA https://t.co/OLHj323vi9 via: @o_antagonista\n&#3;',0,0,1,0,positivo
'Fora Temer. E leve sua Secretária junto!!!\n&#3;',1,0,1,1,positivo
'Estamos de "Olho" https://t.co/Sy62igeT7H\n&#3;',0,0,0,0,neutro
'Morre mais um discurso.  https://t.co/8F352KhCSZ\n&#3;',0,0,0,0,neutro
'#VIVADILMA!Jucá confirma participação do STF no GOLPE e que Dilma Rousseff é implacável contra a corrupção https://t.co/L4TtdmoYJv\n&#3;',0,1,0,0,negativo
'@FerreiraBManuel hoy día Brasil es de "Temer"... jejeje\n&#3;',0,0,0,0,neutro
'#VIVADILMA!Jucá confirma participação do STF no GOLPE e que Dilma Rousseff é implacável contra a corrupção https://t.co/YC0lCxNoE2\n&#3;',0,1,0,0,negativo
'hoje sonhei com a dilma. segue normal\n&#3;',1,0,0,0,positivo
'E só piora. https://t.co/Z1tlV8BlK9\n&#3;',0,0,0,1,negativo
'"Dilma classifica como "assustador" primeiros dias da gestão Temer" <-- A corrupção por elementos do seu partido  PT  não? Inocente.\n&#3;',1,1,0,0,neutro
'"Dilma classifica como "assustador" primeiros dias da gestão Temer" <-- A corrupção por elementos do seu partido  PT  não? Inocente.\n&#3;',1,1,0,0,neutro
'Temer admite incluir idade mínima na reforma da Previdência - Terra Brasil https://t.co/mvMEr3LDaM\n&#3;',0,0,1,0,positivo
'Pra começar bem o dia. https://t.co/kNxcfW9Byl\n&#3;',0,0,0,0,neutro
'Dilma entope Cerveróhttps://t.co/la5ouOVD1K https://t.co/8oTkbwiDym\n&#3;',0,0,0,0,neutro
'Delação de Cerveró à Lava Jato inclui Dilma e filho de FHC - EBC https://t.co/Cm3KJDYOAC\n&#3;',0,0,0,0,neutro
'Câmara cria 14.419 cargos  quase 4 vezes o que Temer prometeu cortar - O Tempo https://t.co/xHRINKN63z\n&#3;',0,0,1,0,positivo
'@gziller me diz  o que Michel temer tem a ver com uma decisão da câmara que muito provavelmente não vai evoluir?\n&#3;',0,0,1,0,positivo
'Vai vendo. https://t.co/e4zw4roMma\n&#3;',0,0,0,1,negativo
'A Globo e sua ridícula tentativa de esconder as manifestações contra Temer! https://t.co/WGCwckXcvx\n&#3;',0,1,2,0,positivo
'Por enquanto a quadrilha de Temer só mostrou o "pula fogueira"  mesmo assim está tendo festa pros arraiás de lá. Haja aumento!\n&#3;',0,0,1,0,positivo
'Artistas que querem a volta de Dilma e do PT brigam por cultura o pelo dinheiro do povo? |... https://t.co/acIBCpyjSk\n&#3;',1,0,0,0,positivo
'Quando esse corte acontece o Brasil esta sendo na calada da noite roubado VAMOS para RUA Resistimos todos os dias  https://t.co/c9TPPtCWUK\n&#3;',1,1,0,0,neutro
'@CastroElainy @lobaoeletrico Propina pagava alisador de pelos da virilha de Dilma. Ainda vamos descobrir coisas assim. Esperem.\n&#3;',0,0,0,0,neutro
'Vaza gravação que pode causar o impeachment de Temer https://t.co/nMtDcss9kV via @Folha Brasil\n&#3;',0,0,1,0,positivo
'No fio da navalha  Temer quer apressar impeachment por risco de perder votos no Senado https://t.co/CpFp2fmuJ5\n&#3;',0,0,2,0,positivo
'RT @folha_poder: Secretária de Temer integrou articulação criminosa  diz PGR.  https://t.co/iYuq5wUXSR via @odepassagem\n&#3;',0,1,1,0,positivo
'RT @o_antagonista@dilmabr gastou sua propina com despesas pessoais ou eleitorais? => https://t.co/LC8Cek9pUi\n&#3;',0,0,0,0,neutro
'Em casa  a bela  recatada e do lar (Veja); fora de casa  os velhos   ricos e brancos (Dilma)... https://t.co/3GnCRolxaG\n&#3;',3,1,0,1,positivo
'@FeBSoares fora  temer!\n&#3;',0,0,1,1,neutro
'Como eu disse outro dia e o que Temer está pagando (que sai dos nossos bolsos) é o de R$ 58 bilhões: Se há pessoas que se vendem...\n&#3;',0,0,1,1,neutro
'Câmara cria 14 mil cargos federais  quatro vezes o que Temer prometeu cortar | Brasil 24/7 https://t.co/nLeNlZP1mF via @brasil247\n&#3;',0,0,1,0,positivo
'Vaza gravação que pode causar o impeachment de Temer https://t.co/nMtDcss9kV via @Folha Brasill\n&#3;',0,0,1,0,positivo
'. @MichelTemer diz que erros do governo Dilma não podem ser debitados em sua conta. https://t.co/fwvyuz5xTP https://t.co/3W70YeGef0\n&#3;',0,0,0,0,neutro
'. @MichelTemer diz que erros do governo Dilma não podem ser debitados em sua conta. https://t.co/fwvyuz5xTP https://t.co/3W70YeGef0\n&#3;',0,0,0,0,neutro
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer... https://t.co/cijJJAV24b via @folha_poder\n&#3;',0,0,1,0,positivo
'Só  não vê ou sabe disso quem deseja ficar  no papel de enganado.O pt e aloprados são especialistas em manipulação https://t.co/72sTpuiiEy\n&#3;',1,0,0,0,positivo
'#DilmaÉMaisSujaQueAGuanabara https://t.co/BUOJsDgXcE\n&#3;',0,0,0,0,neutro
'Cerveró delata Dilma e filho de FHC em depoimento à Lava Jato. https://t.co/pc4uyGy1OY\n&#3;',0,0,0,0,neutro
'Bom e #ForaTemer Guilherme Weber grande ator! 👏🏽😘✌🏽️ https://t.co/dwT8UrnKv9\n&#3;',1,0,0,0,positivo
'@blogplanalto Sr Temer deixe de fazer manoubras para evitar o retorno de Dilma  a legalidade  e seja ético com o ser membro do governo dela\n&#3;',0,0,2,0,positivo
'@blogplanalto Sr Temer deixe de fazer manoubras para evitar o retorno de Dilma  a legalidade  e seja ético com o ser membro do governo dela\n&#3;',0,0,2,0,positivo
'@a_fonso Clique  acesse e leia em https://t.co/d5NE6cgHje\n&#3;',0,0,0,0,neutro
'#Venezuela #Yaracuy #ArcangelAlvarado Mujeres se movilizan en #Brasil en respaldo a Dilma Rousseff … https://t.co/qPjBd8zVPI\n&#3;',0,0,0,0,neutro
'em 92 foi como?e para que tamanha correria....! e o impeachment de temer! https://t.co/J7horFtlAu\n&#3;',0,0,1,0,positivo
'"O governo Temer é formado por homens velhos  ricos e brancos  que não representam “a diversidade do nosso país." - Dilma Rousseff\n&#3;',1,1,1,0,positivo
'"O governo Temer é formado por homens velhos  ricos e brancos  que não representam “a diversidade do nosso país." - Dilma Rousseff\n&#3;',1,1,1,0,positivo
'#PassaDilma Esse povo não tem MORAL ALGUMA de falar da @dilmabr!São todos golpistas sem bom senso!\n&#3;',1,1,0,0,neutro
'Esquema da Petrobras pagava R$ 5.000 00 para trazer cabelereiro preferido de Dilma a Brasília https://t.co/w7f6y4Bk49 via @noticiassalvador\n&#3;',1,0,0,0,positivo
'Isso sim é dinheiro jogado fora. https://t.co/uiDxDtemYT\n&#3;',0,0,0,1,negativo
'Só pra entender. Essa é aquela que não quer se afastar dos valores morais. Ops... https://t.co/GrrchJ5dLf\n&#3;',0,0,0,1,negativo
'Mi vida está confiada en Dios  no temeré Señor 💚🙏🏻\n&#3;',1,0,0,0,positivo
'Painel: Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer... https://t.co/anM3G3HtSB via @r_rrodrigues\n&#3;',0,0,1,0,positivo
'https://t.co/9xDLAuvMhK\n&#3;',0,0,0,0,neutro
'Mas continua passando o trator no Brasil!!! Quem vai parar esse trator velho???? https://t.co/zwx8srYIhW\n&#3;',0,1,0,0,negativo
'#Yaracuy #ArcangelAlvarado Mujeres se movilizan en #Brasil en respaldo a Dilma Rousseff https://t.co/Fpb0bbtUeL https://t.co/9lYd5Ke69F\n&#3;',0,0,0,0,neutro
'la injusticia puede taldar pero siepre llega https://t.co/KzH66YfvF3\n&#3;',0,0,0,0,neutro
'la injusticia puede taldar pero siepre llega https://t.co/KzH66YfvF3\n&#3;',0,0,0,0,neutro
'Dono do helicóptero com 450 kg de cocaína ganha cargo no governo Temer https://t.co/GvBuIL8gDr\n&#3;',0,0,2,0,positivo
'Denunciada no STF por obstruir a Lava Jato  Dilma acusa os adversários via @DiariodoPoder - https://t.co/enoHbIkngK Só a turma da boquinha\n&#3;',0,0,2,0,positivo
'Denunciada no STF por obstruir a Lava Jato  Dilma acusa os adversários via @DiariodoPoder - https://t.co/sGAr2mHg0T Só a turma da boquinha\n&#3;',0,0,2,0,positivo
'Cerveró delata Dilma e filho de FHC em depoimento à Lava Jato https://t.co/qI4u5TAdP8 https://t.co/40jhwLkkn8\n&#3;',0,0,0,0,neutro
'TEMER CRIA 14.419 CARGOS FEDERAISSem alarde  Câmara cria 14.419 cargos federais  4x o que Temer prometeu cortar... https://t.co/KNEUdEm1y0\n&#3;',0,0,2,0,positivo
'Guilherme Weber  o Mito!Ator manda um "FORA TEMER" ao vivo na… https://t.co/CS1FpSjxno\n&#3;',1,0,0,0,positivo
'💜 https://t.co/zjisIPqr4l\n&#3;',0,0,0,0,neutro
'En Brasil: Renuncia segundo ministro de gobierno de Temer https://t.co/hKQy0BpdbF https://t.co/WXVTtUBnag\n&#3;',0,0,1,0,positivo
'@TerraNoticiasBRAjuste da economia  c/ redução de impostos  diminuição do Estado e incentivo à produção deveria ser a priori// @MichelTemer\n&#3;',0,1,0,0,negativo
'lembrando aqui q qd a gente descobriu q a maquiagem da dilma custava 3 mil o veio falou q a gente pegava no pé\n&#3;',0,0,0,0,neutro
'@UniPolitica @realDonaldTrump URGENTE!! DILMA ROUSSEFF e partido PT USURPOU minha identidade. Fiz DENUNCIA ao MPF ONU e ao  Juiz Sérgio MORO\n&#3;',0,1,0,1,negativo
'Na mesma delação Ceveró fala de FHC e de Dilma comprometendo ambos.Adivinha quem só fala de FHC ?  #PassaDilma\n&#3;',0,0,0,0,neutro
'"Sem alarde  Câmara cria 14.419 cargos federais  quase quatro vezes o que Temer prometeu cortar" - Felizes agora?... https://t.co/X3AFKmxFY2\n&#3;',1,0,1,0,positivo
'Y no temeré del mal  pues mi dios conmigo esta  y si dios conmigo esta ¿de quien temeré? 🎶🎤🎵❤\n&#3;',0,0,0,0,neutro
'@jonlevita @AcordouAcordou Clique  acesse e leia em https://t.co/d5NE6cgHje\n&#3;',0,0,0,0,neutro
'@fora_pt @AdrianaDriRio Dilma com sua lógica irracional perdeu meu respeito ao impor o PresidentA. Pra mim  Temer deveria cair junto...\n&#3;',1,1,1,2,negativo
'@fora_pt @AdrianaDriRio Dilma com sua lógica irracional perdeu meu respeito ao impor o PresidentA. Pra mim  Temer deveria cair junto...\n&#3;',1,1,1,2,negativo
'A "imprensa" descobriu o que todo mundo sabia! https://t.co/9vLAUakWaL\n&#3;',0,0,0,0,neutro
'Mitou legal ❤ https://t.co/vWzFbpALry\n&#3;',1,0,0,0,positivo
'@o_antagonista @Edilanebornh @dilmabr Maldita corrupta omissa  conivente mentirosa e criminosa.!!Vc vai para a cadeia sua cadela.!!\n&#3;',0,0,0,0,neutro
'Se a revistinha e seus colunistas já tão gritando  é porque há chances reais de Dilma derrotar o impeachment.\n&#3;',1,0,0,1,positivo
'A Comissão do #Impeachment de @dilmabr MALDITA MENTIROSA voltará a se reunir na próxima segunda-feira (6)  às 16h. https://t.co/zL0QToD5L9"\n&#3;',0,2,0,0,negativo
'E ainda tem gente que tenta justificar  dizendo que tem tucano no meio  lamentavel. prende os dois  ué! https://t.co/uYBbpWUF9u\n&#3;',0,0,0,0,neutro
